col0 col1 col2 col3 col4
133.0 3.0 nan nan nan
nan nan 75.35817118230001 -15.700031699248372 4.8568209435205
nan nan 75.04559010731397 23.808151916104702 4.8568209435205
nan nan 41.164454430135685 66.75597026133909 4.8568209435205
nan nan 56.57196573156565 55.77758899103686 4.8568209435205
nan nan 57.39036058909208 -49.288321265927635 4.8568209435205
nan nan 42.944628199441105 -60.84062112285429 4.8568209435205
nan nan 80.71826414163344 12.032015031801354 4.8568209435205
nan nan 81.36386580406096 -6.334737025541076 4.8568209435205
nan nan 31.20264162329285 -62.46780731807772 5.217062577301895
nan nan -10.641828357832882 -68.93097511761752 5.217062577301895
nan nan 62.25489183485351 -39.28382363172734 5.217062577301895
nan nan 62.06750559059879 45.2943001223188 5.217062577301895
nan nan 68.59132000751812 34.405484516741076 5.217062577301895
nan nan 69.97353325833767 -27.455183844480914 5.217062577301895
nan nan 76.9151105450392 2.7036093849713803 5.217062577301895
nan nan 36.18819472457954 -52.920044527342974 5.553987233830161
nan nan 65.16489336149976 -17.817108498415877 5.553987233830161
nan nan 51.5715350482143 -40.6554656416038 5.553987233830161
nan nan 70.58108464792338 14.403200140116525 5.553987233830161
nan nan 70.95327790714691 -6.267012980932245 5.553987233830161
nan nan 4.987452227202332 -66.80775083125596 5.553987233830161
nan nan 18.541391470594974 -65.48374325350945 5.553987233830161
nan nan 47.181943077757076 -51.33114745037412 5.553987233830161
nan nan 15.146331810321096 69.68148386062155 5.871610209441096
nan nan 47.29099514319936 -30.06201223597344 5.871610209441096
nan nan 53.74485067390881 -18.17334149700892 5.871610209441096
nan nan 59.18286403875308 13.612729469963519 5.871610209441096
nan nan 40.256822845690294 -42.243409189007515 5.871610209441096
nan nan 59.63366277870083 -7.819620555157506 5.871610209441096
nan nan 23.02776570759266 -54.97580705550699 5.871610209441096
nan nan 57.52950094463774 35.17673233135784 5.871610209441096
nan nan 51.053316714068444 46.577385296253006 5.871610209441096
nan nan 65.90019686617934 3.980457386387731 5.871610209441096
nan nan 64.32329999678117 24.171097903005794 5.871610209441096
nan nan 28.761655738682624 69.27845692763893 5.871610209441096
nan nan 45.93097572638378 57.14454426223518 5.871610209441096
nan nan 58.954687116878695 -28.697638625271445 5.871610209441096
nan nan -6.111488785087499 59.53714756264801 6.172911688148263
nan nan 40.822545760074895 2.505630546249236 6.172911688148263
nan nan 33.16999768011962 35.39171152484031 6.172911688148263
nan nan 39.94535570185025 24.863732566419742 6.172911688148263
nan nan 7.7444869138737555 60.17973665968813 6.172911688148263
nan nan 26.81928292412641 48.33411414243737 6.172911688148263
nan nan -45.327731756426424 60.516542088856504 6.172911688148263
nan nan 35.3065194830605 -31.263199520724953 6.172911688148263
nan nan 41.75921995986908 -19.362948208564273 6.172911688148263
nan nan 47.14895047613978 13.107326552420218 6.172911688148263
nan nan 47.589140927091506 -7.820672988143757 6.172911688148263
nan nan 28.369072936453314 -44.18039391712128 6.172911688148263
nan nan 10.83619961524273 -56.64348438860553 6.172911688148263
nan nan 21.66006447184748 59.550255181153595 6.172911688148263
nan nan -11.99444056043991 70.39118981646239 6.172911688148263
nan nan 45.50590535560203 35.88642018727115 6.172911688148263
nan nan 39.0103263448517 46.385315755558764 6.172911688148263
